Document_ID,Company_Name,Statement,Financial_Year,Quarter,Revenue,Expenses,Profit,Assets,Liabilities,Equity,Profit_Margin,Profit_Category,Year,Growth_Rate,Debt_to_Equity_Ratio,Return_on_Assets,Current_Ratio,Cash_Flow,Investment_Score,Risk_Level
DOC_1430,"Wu, Miller and Lewis","For Q3 2023, financial growth stood at -5.29%, with profit margins rated as High and overall investment risk categorized as Low.",2021-2022,Q3,48114066.07,7899702.08,40214363.99,79451747.13,1049203.7,78402543.43,83.58,High,2023,-5.29,0.01,50.61,1.59,41208651.46,66.54,Low
DOC_1431,"Hess, Johnson and Morris","The company's Q4 2018 financials reflect a High margin and Low risk, supported by -3.51% growth in profitability.",2024-2025,Q4,45016967.91,28095630.34,16921337.57,6480236.92,14213719.3,-7733482.38,37.59,High,2018,-3.51,-1.84,261.12,2.97,18193060.21,91.75,Low
DOC_1432,Kim and Sons,"The company's Q1 2021 financials reflect a Low margin and High risk, supported by -2.25% growth in profitability.",2023-2024,Q1,3182312.9,21487549.43,-18305236.53,72840755.97,20248403.41,52592352.56,-575.22,Low,2021,-2.25,0.39,-25.13,1.79,-17739957.32,85.75,High
DOC_1433,Anderson-Black,"For Q3 2018, the firm achieved a 7.74% growth rate, with total revenue of 34115576.32, profit of 13087486.07, and categorized as Low risk.",2018-2019,Q3,34115576.32,21028090.25,13087486.07,10680499.82,33038785.63,-22358285.81,38.36,High,2018,7.74,-1.48,122.54,1.3,13741722.0,68.85,Low
DOC_1434,Chavez PLC,"For Q3 2024, financial growth stood at -4.88%, with profit margins rated as High and overall investment risk categorized as Low.",2020-2021,Q3,38902321.57,11558575.1,27343746.47,34896399.43,14890259.21,20006140.22,70.29,High,2024,-4.88,0.74,78.36,2.16,28390495.89,84.11,Low
DOC_1435,Baldwin and Sons,"For Q1 2021, financial growth stood at 4.42%, with profit margins rated as Low and overall investment risk categorized as High.",2022-2023,Q1,12926903.07,13760343.85,-833440.78,54924770.56,6808709.51,48116061.05,-6.45,Low,2021,4.42,0.14,-1.52,2.75,-899765.09,46.52,High
DOC_1436,Mccarthy PLC,"In Q4 2023, the organization maintained a growth rate of -0.61%, achieving Low profit levels and High investment risk.",2023-2024,Q4,6171678.38,6243882.92,-72204.54,20783169.1,37733754.17,-16950585.07,-1.17,Low,2023,-0.61,-2.23,-0.35,1.03,-76237.38,71.28,High
DOC_1437,Lozano Group,"In Q2 2022, the organization maintained a growth rate of 7.82%, achieving High profit levels and Low investment risk.",2020-2021,Q2,19029299.98,8140565.92,10888734.06,47591796.03,25647864.24,21943931.79,57.22,High,2022,7.82,1.17,22.88,0.51,11068523.55,70.03,Low
DOC_1438,Alexander-Allen,"The company's Q3 2021 financials reflect a High margin and High risk, supported by -5.97% growth in profitability.",2022-2023,Q3,40017431.24,9100497.91,30916933.33,35674143.95,49654222.93,-13980078.98,77.26,High,2021,-5.97,-3.55,86.66,0.75,29928792.31,46.67,High
DOC_1439,Myers Group,2019 Q1 results indicate a profit of 13851869.42 with 10.81% growth and classified as Low risk under High margin.,2020-2021,Q1,38585343.69,24733474.27,13851869.42,74113576.14,46202132.82,27911443.32,35.9,High,2019,10.81,1.66,18.69,2.2,14443439.47,61.73,Low
DOC_1440,Butler Inc,"The company's Q1 2018 financials reflect a High margin and High risk, supported by 12.72% growth in profitability.",2023-2024,Q1,45663957.27,15643426.62,30020530.65,58100412.12,2390092.96,55710319.16,65.74,High,2018,12.72,0.04,51.67,2.5,32031080.47,53.36,High
DOC_1441,"Norris, Cox and Cain","For Q1 2023, financial growth stood at 19.81%, with profit margins rated as High and overall investment risk categorized as Low.",2019-2020,Q1,24650806.08,7127760.92,17523045.16,41568420.37,43720597.27,-2152176.9,71.09,High,2023,19.81,-20.31,42.15,2.25,18141508.05,82.04,Low
DOC_1442,Pierce and Sons,"In Q1 2023, the company recorded a revenue of 31158395.79 and expenses of 16760237.69, resulting in a profit of 14398158.1. Overall performance was classified as High.",2022-2023,Q1,31158395.79,16760237.69,14398158.1,3508609.63,29184508.98,-25675899.35,46.21,High,2023,6.93,-1.14,410.37,2.55,15281098.47,75.94,Low
DOC_1443,Morrison-Gardner,"In Q4 2023, the company recorded a revenue of 7178047.55 and expenses of 21814065.21, resulting in a profit of -14636017.66. Overall performance was classified as Low.",2020-2021,Q4,7178047.55,21814065.21,-14636017.66,17401876.55,31503074.99,-14101198.44,-203.9,Low,2023,12.94,-2.23,-84.11,1.35,-15561961.11,69.6,High
DOC_1444,Richards Group,"In Q2 2020, the company recorded a revenue of 40122613.68 and expenses of 23340761.61, resulting in a profit of 16781852.07. Overall performance was classified as High.",2020-2021,Q2,40122613.68,23340761.61,16781852.07,53897202.16,34418728.28,19478473.88,41.83,High,2020,-2.89,1.77,31.14,1.99,16527809.58,75.1,Low
DOC_1445,"Rosario, Torres and Lucas","The company's Q2 2018 financials reflect a High margin and Low risk, supported by -9.98% growth in profitability.",2020-2021,Q2,35797576.46,1209876.46,34587700.0,27143022.86,8839691.57,18303331.29,96.62,High,2018,-9.98,0.48,127.43,0.87,32934998.06,75.51,Low
DOC_1446,"Anderson, Allen and Rich","In Q2 2022, the company recorded a revenue of 36479916.79 and expenses of 16702846.88, resulting in a profit of 19777069.91. Overall performance was classified as High.",2020-2021,Q2,36479916.79,16702846.88,19777069.91,12045953.69,5596656.42,6449297.27,54.21,High,2022,-4.57,0.87,164.18,1.21,21146222.74,85.98,Low
DOC_1447,Sanchez-Adams,"Q2 2023 performance shows revenue at 37365115.09, expenses at 26858883.48, and profit reaching 10506231.61. The period closed with a High margin.",2019-2020,Q2,37365115.09,26858883.48,10506231.61,48354235.3,3818565.54,44535669.76,28.12,High,2023,-0.59,0.09,21.73,1.82,10925435.26,47.79,High
DOC_1448,Spencer-Johnson,"The company's Q3 2020 financials reflect a High margin and High risk, supported by 21.08% growth in profitability.",2023-2024,Q3,47207086.11,10589508.64,36617577.47,74284228.23,36610345.63,37673882.6,77.57,High,2020,21.08,0.97,49.29,2.08,34909267.39,47.78,High
DOC_1449,Nicholson Inc,"During Q3 2024, revenue totaled 6733623.85, while expenses were 14938904.42. The profit outcome was -8205280.57, marking a Low performance category.",2020-2021,Q3,6733623.85,14938904.42,-8205280.57,63037909.72,13950167.16,49087742.56,-121.86,Low,2024,12.91,0.28,-13.02,2.81,-8281139.57,82.67,High
DOC_1450,Ruiz Ltd,"Q4 2024 performance shows revenue at 26293154.98, expenses at 4622638.97, and profit reaching 21670516.01. The period closed with a High margin.",2023-2024,Q4,26293154.98,4622638.97,21670516.01,74453544.06,41081505.41,33372038.65,82.42,High,2024,23.49,1.23,29.11,0.65,22344501.66,43.58,High
DOC_1451,Nolan PLC,"For Q4 2023, the firm achieved a 14.16% growth rate, with total revenue of 35480779.17, profit of 33966922.33, and categorized as High risk.",2022-2023,Q4,35480779.17,1513856.84,33966922.33,29923593.55,2713588.59,27210004.96,95.73,High,2023,14.16,0.1,113.51,0.58,37269845.34,42.5,High
DOC_1452,Garcia LLC,"For Q1 2019, financial growth stood at 1.71%, with profit margins rated as Low and overall investment risk categorized as High.",2023-2024,Q1,8341018.41,24886375.37,-16545356.96,68562157.68,19043168.38,49518989.3,-198.36,Low,2019,1.71,0.38,-24.13,2.22,-17531206.19,40.41,High
DOC_1453,Haas PLC,"In Q2 2019, the organization maintained a growth rate of 3.41%, achieving High profit levels and High investment risk.",2018-2019,Q2,46726866.22,6704316.42,40022549.8,41312322.23,45919261.85,-4606939.62,85.65,High,2019,3.41,-9.97,96.88,0.68,39765327.62,51.88,High
DOC_1454,Moore-Greene,The firm achieved a profit of 6501122.6 during Q4 2024 with total revenue reaching 8083075.83 and expenses of 1581953.23. The risk level was assessed as High.,2021-2022,Q4,8083075.83,1581953.23,6501122.6,39365139.74,13633998.84,25731140.9,80.43,High,2024,21.08,0.53,16.51,2.13,6135544.55,52.98,High
DOC_1455,"Foster, Sims and Stout","In Q3 2022, the organization maintained a growth rate of 17.18%, achieving High profit levels and Low investment risk.",2020-2021,Q3,17230615.44,5052445.72,12178169.72,56568985.33,19783383.86,36785601.47,70.68,High,2022,17.18,0.54,21.53,2.43,12679873.76,75.5,Low
DOC_1456,"Ashley, Collins and Clark","In Q3 2024, the company recorded a revenue of 13643841.92 and expenses of 19612587.27, resulting in a profit of -5968745.35. Overall performance was classified as Low.",2022-2023,Q3,13643841.92,19612587.27,-5968745.35,18462180.63,38339249.28,-19877068.65,-43.75,Low,2024,23.54,-1.93,-32.33,2.54,-6219007.26,51.95,High
DOC_1457,Sanford-Murray,2018 Q3 results indicate a profit of -23430874.59 with -8.89% growth and classified as High risk under Low margin.,2021-2022,Q3,4694706.37,28125580.96,-23430874.59,63230639.61,14950934.19,48279705.42,-499.09,Low,2018,-8.89,0.31,-37.06,1.1,-21148512.48,65.13,High
DOC_1458,Mendoza and Sons,"Q1 2022 performance shows revenue at 26813547.57, expenses at 5376371.96, and profit reaching 21437175.61. The period closed with a High margin.",2022-2023,Q1,26813547.57,5376371.96,21437175.61,49186361.55,43874238.34,5312123.21,79.95,High,2022,15.53,8.26,43.58,2.13,22411015.22,67.57,Low
DOC_1459,Novak-Austin,"During Q3 2018, revenue totaled 23014551.46, while expenses were 3823898.96. The profit outcome was 19190652.5, marking a High performance category.",2021-2022,Q3,23014551.46,3823898.96,19190652.5,8705430.35,13393463.51,-4688033.16,83.38,High,2018,0.76,-2.86,220.44,1.14,19454996.88,74.89,Low
DOC_1460,"Wilson, Hernandez and May","During Q2 2018, revenue totaled 16136476.73, while expenses were 28397854.04. The profit outcome was -12261377.31, marking a Low performance category.",2024-2025,Q2,16136476.73,28397854.04,-12261377.31,84122990.1,33671001.3,50451988.8,-75.99,Low,2018,23.52,0.67,-14.58,1.07,-11649043.65,77.63,High
DOC_1461,Rich-Dennis,2021 Q2 results indicate a profit of 11558771.9 with 6.49% growth and classified as Low risk under High margin.,2024-2025,Q2,19975109.42,8416337.52,11558771.9,83952785.82,8160828.92,75791956.9,57.87,High,2021,6.49,0.11,13.77,0.72,10765220.0,63.67,Low
DOC_1462,Zimmerman-Bradley,"In Q4 2018, the company recorded a revenue of 8966498.38 and expenses of 21453406.4, resulting in a profit of -12486908.02. Overall performance was classified as Low.",2023-2024,Q4,8966498.38,21453406.4,-12486908.02,3842127.76,47059416.37,-43217288.61,-139.26,Low,2018,10.64,-1.09,-325.0,1.15,-12477692.23,81.6,High
DOC_1463,Huffman LLC,2018 Q2 results indicate a profit of -24782490.0 with 0.73% growth and classified as High risk under Low margin.,2019-2020,Q2,5149300.82,29931790.82,-24782490.0,30795375.29,34849925.93,-4054550.64,-481.28,Low,2018,0.73,-8.6,-80.47,2.88,-25741662.19,72.22,High
DOC_1464,Richard Ltd,"The company's Q4 2021 financials reflect a High margin and Low risk, supported by 16.27% growth in profitability.",2021-2022,Q4,38301012.57,19334626.11,18966386.46,34335277.6,12513568.65,21821708.95,49.52,High,2021,16.27,0.57,55.24,1.35,17111849.45,90.33,Low
DOC_1465,Henderson-Wilkinson,"In Q3 2021, the organization maintained a growth rate of 18.72%, achieving High profit levels and Low investment risk.",2020-2021,Q3,46609910.69,14113238.06,32496672.63,41429862.79,34551821.72,6878041.07,69.72,High,2021,18.72,5.02,78.44,0.51,33590375.07,66.94,Low
DOC_1466,Jefferson-Whitney,The firm achieved a profit of 17727687.75 during Q2 2019 with total revenue reaching 41374336.53 and expenses of 23646648.78. The risk level was assessed as High.,2024-2025,Q2,41374336.53,23646648.78,17727687.75,22101671.48,43860408.92,-21758737.44,42.85,High,2019,-6.8,-2.02,80.21,2.06,18475256.56,48.19,High
DOC_1467,"Robinson, Martin and Garcia","For Q2 2018, the firm achieved a -4.28% growth rate, with total revenue of 26338918.92, profit of 4155275.47, and categorized as Medium risk.",2020-2021,Q2,26338918.92,22183643.45,4155275.47,65047129.83,47165700.27,17881429.56,15.78,Medium,2018,-4.28,2.64,6.39,2.18,4367372.37,74.25,Medium
DOC_1468,"Huang, Escobar and Schmidt","In Q1 2020, the organization maintained a growth rate of 20.63%, achieving High profit levels and Low investment risk.",2023-2024,Q1,44774215.61,13831168.62,30943046.99,96673868.18,36611483.27,60062384.91,69.11,High,2020,20.63,0.61,32.01,2.64,32591054.7,65.91,Low
DOC_1469,"Avila, Petersen and Beck",2019 Q4 results indicate a profit of 27440553.0 with 16.41% growth and classified as Low risk under High margin.,2022-2023,Q4,30103003.38,2662450.38,27440553.0,41327050.83,19815552.23,21511498.6,91.16,High,2019,16.41,0.92,66.4,2.92,27590213.5,67.84,Low
DOC_1470,"Roberts, Henderson and Moore","During Q2 2024, revenue totaled 37703566.6, while expenses were 14836764.36. The profit outcome was 22866802.24, marking a High performance category.",2019-2020,Q2,37703566.6,14836764.36,22866802.24,7604554.19,26300141.35,-18695587.16,60.65,High,2024,-4.28,-1.41,300.7,1.26,21513672.16,88.62,Low
DOC_1471,Contreras and Sons,"During Q1 2024, revenue totaled 5943169.62, while expenses were 23392308.62. The profit outcome was -17449139.0, marking a Low performance category.",2020-2021,Q1,5943169.62,23392308.62,-17449139.0,88183195.14,37524337.98,50658857.16,-293.6,Low,2024,-7.59,0.74,-19.79,2.13,-17675737.43,51.47,High
DOC_1472,Hoover-White,"In Q2 2022, the company recorded a revenue of 31853147.69 and expenses of 11624216.13, resulting in a profit of 20228931.56. Overall performance was classified as High.",2021-2022,Q2,31853147.69,11624216.13,20228931.56,93285806.38,39743241.58,53542564.8,63.51,High,2022,13.11,0.74,21.68,1.52,20455523.93,60.77,Low
DOC_1473,Brown PLC,"Revenue for Q4 2022 was 36286910.4 with corresponding expenses of 18557327.0, leading to a profit of 17729583.4. Risk profile: Low.",2019-2020,Q4,36286910.4,18557327.0,17729583.4,57924943.88,33075783.81,24849160.07,48.86,High,2022,-8.8,1.33,30.61,0.97,18805086.24,71.67,Low
DOC_1474,Mcfarland Group,"For Q2 2021, the firm achieved a -8.12% growth rate, with total revenue of 18534628.6, profit of 17206708.46, and categorized as High risk.",2018-2019,Q2,18534628.6,1327920.14,17206708.46,85520313.52,9302169.86,76218143.66,92.84,High,2021,-8.12,0.12,20.12,2.62,16811339.74,48.71,High
DOC_1475,Martin-Dean,"In Q2 2020, the company recorded a revenue of 20680177.25 and expenses of 17655748.25, resulting in a profit of 3024429.0. Overall performance was classified as Medium.",2024-2025,Q2,20680177.25,17655748.25,3024429.0,85186752.92,15370730.12,69816022.8,14.62,Medium,2020,-3.83,0.22,3.55,1.12,2800559.76,88.8,Medium
DOC_1476,"Ramsey, Smith and Harris","During Q2 2020, revenue totaled 14811312.91, while expenses were 9854141.07. The profit outcome was 4957171.84, marking a High performance category.",2019-2020,Q2,14811312.91,9854141.07,4957171.84,42906638.31,23892301.62,19014336.69,33.47,High,2020,13.8,1.26,11.55,2.2,4581062.48,46.4,High
DOC_1477,"Walker, Flores and Wood",The firm achieved a profit of -4650715.04 during Q1 2023 with total revenue reaching 21889562.22 and expenses of 26540277.26. The risk level was assessed as High.,2022-2023,Q1,21889562.22,26540277.26,-4650715.04,98549353.54,28870676.72,69678676.82,-21.25,Low,2023,0.75,0.41,-4.72,0.77,-4535434.85,56.91,High
DOC_1478,Parker LLC,"For Q2 2019, financial growth stood at 1.91%, with profit margins rated as Medium and overall investment risk categorized as Medium.",2020-2021,Q2,25542072.78,22488768.39,3053304.39,8783294.96,3861208.21,4922086.75,11.95,Medium,2019,1.91,0.78,34.76,2.77,3188683.6,75.39,Medium
DOC_1479,Graham-Ramirez,"For Q2 2019, financial growth stood at 18.6%, with profit margins rated as High and overall investment risk categorized as Low.",2024-2025,Q2,36253479.21,1614840.05,34638639.16,42644417.93,22912918.98,19731498.95,95.55,High,2019,18.6,1.16,81.23,1.09,31190879.31,74.74,Low
DOC_1480,Burke LLC,"For Q4 2018, financial growth stood at -2.52%, with profit margins rated as High and overall investment risk categorized as Low.",2022-2023,Q4,30263677.27,11730711.18,18532966.09,84173234.82,28129393.45,56043841.37,61.24,High,2018,-2.52,0.5,22.02,2.68,17674573.89,79.02,Low
DOC_1481,Alexander Inc,2024 Q4 results indicate a profit of 24181401.09 with 1.12% growth and classified as Low risk under High margin.,2022-2023,Q4,48715148.1,24533747.01,24181401.09,90508087.37,40189689.42,50318397.95,49.64,High,2024,1.12,0.8,26.72,1.23,24464625.2,60.15,Low
DOC_1482,Lopez-Jones,"The company's Q4 2022 financials reflect a High margin and Low risk, supported by -5.87% growth in profitability.",2020-2021,Q4,17320158.7,12044478.47,5275680.23,8671019.38,27783861.35,-19112841.97,30.46,High,2022,-5.87,-1.45,60.84,1.66,5716768.36,73.19,Low
DOC_1483,"Ferguson, Adams and Romero","Revenue for Q2 2021 was 12461109.99 with corresponding expenses of 24433669.06, leading to a profit of -11972559.07. Risk profile: High.",2019-2020,Q2,12461109.99,24433669.06,-11972559.07,91954761.56,18599137.1,73355624.46,-96.08,Low,2021,2.84,0.25,-13.02,1.48,-10821490.21,59.76,High
DOC_1484,"Martin, Smith and Garcia",The firm achieved a profit of 14195955.9 during Q3 2024 with total revenue reaching 41957511.56 and expenses of 27761555.66. The risk level was assessed as Low.,2019-2020,Q3,41957511.56,27761555.66,14195955.9,96098435.81,13580280.68,82518155.13,33.83,High,2024,19.49,0.16,14.77,1.64,13751662.5,84.29,Low
DOC_1485,Li-Obrien,2019 Q3 results indicate a profit of 15017185.64 with 6.13% growth and classified as Low risk under High margin.,2022-2023,Q3,33007182.77,17989997.13,15017185.64,20873441.54,45864301.09,-24990859.55,45.5,High,2019,6.13,-1.84,71.94,0.57,14020331.19,75.54,Low
DOC_1486,Gillespie-Walker,The firm achieved a profit of 26650040.67 during Q2 2018 with total revenue reaching 35536572.93 and expenses of 8886532.26. The risk level was assessed as High.,2018-2019,Q2,35536572.93,8886532.26,26650040.67,52147953.13,32222735.97,19925217.16,74.99,High,2018,-9.91,1.62,51.1,0.67,27224921.09,44.23,High
DOC_1487,Zimmerman-Martinez,"Revenue for Q1 2021 was 18308138.31 with corresponding expenses of 13613799.59, leading to a profit of 4694338.72. Risk profile: Low.",2018-2019,Q1,18308138.31,13613799.59,4694338.72,49441424.61,10752778.58,38688646.03,25.64,High,2021,12.14,0.28,9.49,1.24,4391677.89,62.93,Low
DOC_1488,Wilson PLC,"In Q4 2019, the company recorded a revenue of 34710414.72 and expenses of 16505318.79, resulting in a profit of 18205095.93. Overall performance was classified as High.",2022-2023,Q4,34710414.72,16505318.79,18205095.93,55326717.27,4889742.25,50436975.02,52.45,High,2019,22.97,0.1,32.9,2.01,19322696.75,49.04,High
DOC_1489,Nolan-Graham,2023 Q3 results indicate a profit of -6097681.82 with -7.8% growth and classified as High risk under Low margin.,2020-2021,Q3,19697063.74,25794745.56,-6097681.82,77960352.41,49935309.16,28025043.25,-30.96,Low,2023,-7.8,1.78,-7.82,2.37,-6421440.4,80.73,High
DOC_1490,Whitney Inc,2020 Q3 results indicate a profit of 9134680.0 with 16.95% growth and classified as Low risk under High margin.,2018-2019,Q3,31054446.53,21919766.53,9134680.0,98276692.84,3670685.25,94606007.59,29.42,High,2020,16.95,0.04,9.29,3.0,8731821.65,90.62,Low
DOC_1491,Hughes Group,The firm achieved a profit of 21340446.01 during Q2 2021 with total revenue reaching 28236550.59 and expenses of 6896104.58. The risk level was assessed as High.,2022-2023,Q2,28236550.59,6896104.58,21340446.01,52208483.84,24111201.51,28097282.33,75.58,High,2021,14.41,0.86,40.88,0.94,21964530.17,58.92,High
DOC_1492,Robinson and Sons,"The company's Q3 2021 financials reflect a Low margin and High risk, supported by 22.74% growth in profitability.",2022-2023,Q3,24964734.86,28378382.03,-3413647.17,76534987.18,47922021.56,28612965.62,-13.67,Low,2021,22.74,1.67,-4.46,1.28,-3319233.7,49.69,High
DOC_1493,West Inc,"Q4 2024 performance shows revenue at 33227227.12, expenses at 4485931.56, and profit reaching 28741295.56. The period closed with a High margin.",2023-2024,Q4,33227227.12,4485931.56,28741295.56,71256634.68,29571920.95,41684713.73,86.5,High,2024,20.51,0.71,40.33,1.27,30831837.76,93.96,Low
DOC_1494,Arnold and Sons,"In Q1 2022, the organization maintained a growth rate of -9.81%, achieving High profit levels and Low investment risk.",2019-2020,Q1,26074873.04,9005406.13,17069466.91,54389749.61,31966888.55,22422861.06,65.46,High,2022,-9.81,1.43,31.38,2.85,18774318.71,91.88,Low
DOC_1495,"Mills, Baker and Ward","Revenue for Q1 2020 was 9936301.17 with corresponding expenses of 12975655.02, leading to a profit of -3039353.85. Risk profile: High.",2018-2019,Q1,9936301.17,12975655.02,-3039353.85,20938721.16,43080311.31,-22141590.15,-30.59,Low,2020,23.14,-1.95,-14.52,0.53,-3188571.28,57.31,High
DOC_1496,Arroyo-Alvarez,"In Q3 2021, the company recorded a revenue of 26729886.63 and expenses of 7444173.01, resulting in a profit of 19285713.62. Overall performance was classified as High.",2024-2025,Q3,26729886.63,7444173.01,19285713.62,15826089.36,33329360.7,-17503271.34,72.15,High,2021,7.25,-1.9,121.86,1.96,18710342.19,59.53,High
DOC_1497,Howard-King,"During Q1 2022, revenue totaled 33814605.84, while expenses were 27381768.26. The profit outcome was 6432837.58, marking a Medium performance category.",2022-2023,Q1,33814605.84,27381768.26,6432837.58,39360483.7,43482605.5,-4122121.8,19.02,Medium,2022,20.59,-10.55,16.34,2.24,6701996.74,64.08,Medium
DOC_1498,Bailey Inc,"In Q1 2021, the organization maintained a growth rate of 22.03%, achieving High profit levels and High investment risk.",2021-2022,Q1,36234392.47,27071665.64,9162726.83,40095534.73,28913150.68,11182384.05,25.29,High,2021,22.03,2.59,22.85,0.72,8415218.06,54.67,High
DOC_1499,Gray-Flores,"For Q3 2018, the firm achieved a 1.11% growth rate, with total revenue of 47677946.21, profit of 19127033.51, and categorized as Low risk.",2018-2019,Q3,47677946.21,28550912.7,19127033.51,8461527.32,38278964.28,-29817436.96,40.12,High,2018,1.11,-1.28,226.05,0.8,19908894.19,65.95,Low
DOC_1500,Berry LLC,"For Q4 2023, financial growth stood at -8.53%, with profit margins rated as High and overall investment risk categorized as Low.",2021-2022,Q4,36111934.41,28442449.89,7669484.52,12018237.48,45910805.0,-33892567.52,21.24,High,2023,-8.53,-1.35,63.82,0.92,8079587.64,88.81,Low
DOC_1501,Chandler-Chavez,"For Q3 2018, the firm achieved a 16.34% growth rate, with total revenue of 6308613.53, profit of -10108963.69, and categorized as High risk.",2023-2024,Q3,6308613.53,16417577.22,-10108963.69,30155491.39,34863659.13,-4708167.74,-160.24,Low,2018,16.34,-7.4,-33.52,2.16,-9234122.63,44.22,High
DOC_1502,"Wagner, Turner and Williams","The company's Q4 2023 financials reflect a Low margin and High risk, supported by 9.06% growth in profitability.",2022-2023,Q4,15665617.99,25273512.56,-9607894.57,91908172.13,30598633.04,61309539.09,-61.33,Low,2023,9.06,0.5,-10.45,1.0,-10103890.85,87.2,High
DOC_1503,"Moran, Miller and Brady","During Q1 2021, revenue totaled 49885524.91, while expenses were 29838659.74. The profit outcome was 20046865.17, marking a High performance category.",2024-2025,Q1,49885524.91,29838659.74,20046865.17,84970977.42,4422756.46,80548220.96,40.19,High,2021,20.62,0.05,23.59,1.61,21822318.79,72.06,Low
DOC_1504,Solis-Jackson,"In Q1 2021, the organization maintained a growth rate of 2.23%, achieving High profit levels and High investment risk.",2021-2022,Q1,44911112.16,22017305.07,22893807.09,1860227.93,26066551.38,-24206323.45,50.98,High,2021,2.23,-1.08,1230.7,2.55,24406228.02,52.15,High
DOC_1505,Shelton PLC,"In Q1 2019, the organization maintained a growth rate of 20.9%, achieving High profit levels and Low investment risk.",2023-2024,Q1,42979911.36,29260561.07,13719350.29,87799520.68,49937776.72,37861743.96,31.92,High,2019,20.9,1.32,15.63,1.46,12690844.56,82.33,Low
DOC_1506,Watkins Ltd,2020 Q2 results indicate a profit of 3043286.76 with 3.0% growth and classified as High risk under Medium margin.,2024-2025,Q2,24083957.36,21040670.6,3043286.76,76394341.67,8785474.82,67608866.85,12.64,Medium,2020,3.0,0.13,3.98,2.89,3054059.55,44.7,High
DOC_1507,Romero-Russell,The firm achieved a profit of 4155276.19 during Q1 2018 with total revenue reaching 18634019.58 and expenses of 14478743.39. The risk level was assessed as Low.,2024-2025,Q1,18634019.58,14478743.39,4155276.19,57149335.09,39159123.05,17990212.04,22.3,High,2018,18.32,2.18,7.27,1.78,4146355.45,60.46,Low
DOC_1508,"Boyd, Smith and Mcdaniel","The company's Q4 2022 financials reflect a High margin and High risk, supported by 23.79% growth in profitability.",2020-2021,Q4,19699674.86,12140832.51,7558842.35,12056631.49,48663146.23,-36606514.74,38.37,High,2022,23.79,-1.33,62.69,0.67,7601891.74,40.28,High
DOC_1509,"Richard, Logan and Trevino","In Q2 2020, the company recorded a revenue of 14580621.58 and expenses of 27033797.33, resulting in a profit of -12453175.75. Overall performance was classified as Low.",2022-2023,Q2,14580621.58,27033797.33,-12453175.75,58868121.86,44483624.61,14384497.25,-85.41,Low,2020,24.02,3.09,-21.15,2.82,-12298943.18,66.64,High
DOC_1510,Robinson and Sons,"For Q3 2023, financial growth stood at 8.55%, with profit margins rated as High and overall investment risk categorized as Low.",2018-2019,Q3,22048629.51,14512451.81,7536177.7,27240052.41,24654991.2,2585061.21,34.18,High,2023,8.55,9.54,27.67,2.46,7790146.45,64.11,Low
DOC_1511,Bird-Barnett,"During Q4 2023, revenue totaled 2308860.31, while expenses were 10232231.12. The profit outcome was -7923370.81, marking a Low performance category.",2024-2025,Q4,2308860.31,10232231.12,-7923370.81,61856238.76,31599455.56,30256783.2,-343.17,Low,2023,7.1,1.04,-12.81,2.48,-8015972.46,48.31,High
DOC_1512,Wright-Moore,"For Q2 2024, the firm achieved a 13.19% growth rate, with total revenue of 25552997.94, profit of 9031828.61, and categorized as High risk.",2023-2024,Q2,25552997.94,16521169.33,9031828.61,8942406.59,10118419.34,-1176012.75,35.35,High,2024,13.19,-8.6,101.0,2.15,8932053.09,56.97,High
DOC_1513,"Dickson, Thomas and Beard","For Q1 2023, financial growth stood at 15.05%, with profit margins rated as Medium and overall investment risk categorized as Medium.",2021-2022,Q1,23192270.83,19893385.52,3298885.31,43746915.6,36718442.81,7028472.79,14.22,Medium,2023,15.05,5.22,7.54,1.04,3136783.96,85.84,Medium
DOC_1514,"Zhang, Ford and Park","Revenue for Q4 2018 was 20012715.22 with corresponding expenses of 23347085.38, leading to a profit of -3334370.16. Risk profile: High.",2021-2022,Q4,20012715.22,23347085.38,-3334370.16,51459487.7,9788369.48,41671118.22,-16.66,Low,2018,0.07,0.23,-6.48,1.0,-3398227.53,93.29,High
DOC_1515,Cunningham-Miller,"In Q2 2019, the organization maintained a growth rate of 9.03%, achieving High profit levels and Low investment risk.",2020-2021,Q2,15785327.88,6930109.18,8855218.7,19912769.44,33876583.92,-13963814.48,56.1,High,2019,9.03,-2.43,44.47,1.67,8641667.56,86.14,Low
DOC_1516,Patterson-Snyder,"For Q3 2024, financial growth stood at 8.04%, with profit margins rated as High and overall investment risk categorized as High.",2019-2020,Q3,47444373.93,27688110.71,19756263.22,31143663.49,9732351.95,21411311.54,41.64,High,2024,8.04,0.45,63.44,1.25,19563700.04,40.62,High
DOC_1517,"Stone, Walters and Castaneda","During Q2 2024, revenue totaled 20342197.28, while expenses were 12954199.58. The profit outcome was 7387997.7, marking a High performance category.",2018-2019,Q2,20342197.28,12954199.58,7387997.7,10265771.5,22643635.31,-12377863.81,36.32,High,2024,-6.53,-1.83,71.97,2.24,7210177.74,61.77,Low
DOC_1518,Serrano-Beltran,"For Q4 2018, financial growth stood at 18.79%, with profit margins rated as Low and overall investment risk categorized as High.",2021-2022,Q4,11249655.4,24980816.64,-13731161.24,21599576.07,45560473.26,-23960897.19,-122.06,Low,2018,18.79,-1.9,-63.57,1.27,-14710060.19,94.84,High
